StudentID,CGPA,Internships,Projects,Workshops_Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Backlogs,CommunicationScore,TechnicalScore,MockInterviews,GitHub_Repos,CompetitiveCoding,PlacementStatus,PackageLPA
STU0970,5.63,1,3,1,89.8,2.8,1,1,72.6,79.6,0,3.1,63.2,2,5,2,1,12.61
STU0971,7.34,0,1,3,83.5,3.6,0,1,50.2,92.5,1,2.5,62.5,2,6,1,0,0.0
STU0972,6.45,0,3,0,46.9,4.1,1,0,51.6,73.0,0,2.4,73.8,4,1,1,0,0.0
STU0973,8.12,0,4,1,74.7,4.6,1,1,80.8,70.8,0,4.1,55.6,3,7,2,1,13.21
STU0974,6.48,1,2,2,80.8,2.2,1,1,65.2,58.2,2,3.4,51.1,5,4,2,1,12.86
STU0975,6.71,0,3,2,81.4,3.3,1,1,77.2,75.7,0,4.0,64.9,2,6,0,1,12.76
STU0976,5.12,0,2,2,51.3,3.9,0,1,73.4,78.7,0,4.0,36.0,0,4,2,0,0.0
STU0977,6.7,0,2,1,58.1,4.0,1,0,70.0,67.5,0,1.5,67.6,5,2,0,0,0.0
STU0978,4.53,0,0,2,82.9,3.5,0,1,70.8,77.1,0,2.3,31.5,0,4,1,0,0.0
STU0979,5.46,3,3,2,56.6,4.0,1,1,61.6,66.2,0,2.4,85.2,3,1,0,1,11.62
STU0980,8.04,2,0,2,63.5,2.8,1,1,71.8,78.7,0,2.6,77.3,0,4,0,1,14.24
STU0981,8.06,3,2,2,91.6,4.9,1,1,65.0,81.9,2,3.0,48.3,3,3,0,1,15.0
STU0982,7.67,1,1,1,67.3,4.4,0,1,67.5,81.7,0,4.3,76.9,5,2,0,1,12.73
STU0983,6.14,0,2,0,57.1,2.3,1,1,68.1,71.5,0,4.5,67.0,2,9,0,0,0.0
STU0984,7.15,2,1,0,54.8,2.5,1,1,69.3,56.5,1,3.1,46.8,1,7,1,0,0.0
STU0985,7.2,1,3,1,73.0,2.6,1,1,83.1,62.0,1,3.2,28.6,1,6,0,0,0.0
STU0986,5.93,0,3,2,48.0,4.1,1,0,70.4,77.7,1,2.7,70.7,2,5,2,0,0.0
STU0987,8.85,0,1,3,64.3,2.3,0,0,84.3,100.0,3,3.5,50.7,1,4,0,0,0.0
STU0988,8.17,0,1,2,73.0,3.2,1,0,90.5,65.6,1,3.6,84.7,3,4,0,0,0.0
STU0989,6.96,0,1,3,87.5,3.9,1,1,82.3,75.9,0,4.2,65.3,2,1,1,1,13.72
STU0990,7.23,1,4,1,78.0,3.4,1,1,78.4,62.8,2,4.2,52.4,1,7,0,1,11.9
STU0991,7.43,1,2,1,57.3,3.7,0,0,75.9,57.3,0,1.2,97.4,2,6,0,1,14.03
STU0992,4.95,0,2,1,85.7,2.5,0,1,82.4,61.2,0,3.3,75.4,2,5,3,1,10.74
STU0993,6.93,0,1,0,63.5,4.0,1,1,73.1,42.9,0,4.7,10.0,0,7,0,0,0.0
STU0994,6.45,2,3,0,49.5,2.9,1,1,83.8,87.6,0,3.0,56.2,3,4,2,1,11.3
STU0995,6.1,0,4,2,65.4,3.2,0,0,79.4,41.0,0,4.5,40.1,4,3,0,0,0.0
STU0996,6.89,1,4,4,89.6,3.7,0,1,67.7,66.6,0,3.1,50.6,1,8,2,1,11.65
STU0997,9.18,2,3,0,70.5,3.6,1,1,82.8,54.7,0,3.6,62.4,1,3,0,1,15.76
STU0998,7.9,0,0,0,68.2,3.5,0,1,73.1,58.5,2,2.3,71.4,3,4,3,0,0.0
STU0999,6.57,0,1,3,92.6,2.8,1,1,70.7,87.9,3,2.4,69.7,1,3,0,0,0.0
STU1000,7.83,1,0,1,46.5,3.2,1,1,66.3,72.6,0,4.1,84.4,0,4,0,1,11.79
STU1001,8.74,1,1,3,48.7,3.5,1,1,74.0,57.4,2,4.2,76.5,3,5,1,0,0.0
STU1002,8.22,1,1,2,43.8,2.3,0,1,84.0,62.3,0,3.4,75.3,1,4,1,1,13.48
STU1003,7.27,2,1,4,73.6,3.1,1,0,82.7,60.0,2,2.2,68.6,1,4,0,0,0.0
STU1004,6.49,0,2,1,70.5,3.8,0,0,76.2,69.4,0,3.4,88.2,5,3,0,0,0.0
STU1005,7.97,1,4,2,91.1,2.4,1,0,79.2,72.2,0,4.6,59.3,1,4,2,1,12.62
STU1006,7.63,1,3,1,71.7,4.5,0,1,87.3,94.6,0,5.0,59.8,4,7,0,1,12.71
STU1007,8.18,0,4,2,61.9,4.6,1,1,70.2,45.1,0,3.1,30.7,1,0,1,1,10.21
STU1008,7.9,1,3,1,68.0,2.4,1,1,58.6,69.5,0,1.8,84.0,4,1,1,1,13.42
STU1009,8.35,0,1,0,69.8,4.7,1,1,87.6,65.9,0,4.2,63.6,2,1,1,0,0.0
STU1010,6.61,1,3,2,42.9,3.4,1,1,65.6,82.3,0,3.1,100.0,0,7,0,1,12.37
STU1011,8.65,0,1,2,100.0,3.9,1,1,63.7,74.6,0,4.3,57.7,3,4,1,1,14.42
STU1012,7.42,1,3,3,75.8,3.1,1,0,50.4,77.7,0,3.7,66.6,4,8,0,1,13.17
STU1013,9.48,1,2,2,71.2,4.3,1,0,78.9,74.5,3,2.6,74.8,1,4,0,0,0.0
STU1014,6.44,2,5,2,77.2,3.9,1,1,52.5,57.9,0,3.5,45.2,3,3,1,1,12.22
STU1015,9.11,0,1,0,78.6,2.8,0,1,63.0,85.7,0,4.6,71.5,2,5,3,1,13.41
STU1016,7.42,1,1,2,65.9,2.5,1,1,79.1,80.4,1,3.3,65.6,3,2,0,0,0.0
STU1017,6.48,1,4,2,58.5,2.2,0,1,80.7,81.9,2,2.4,59.5,3,3,0,0,0.0
STU1018,6.67,2,0,3,77.0,3.7,0,1,64.2,86.4,0,1.9,86.1,0,3,1,1,13.61
STU1019,6.85,1,3,4,73.8,4.0,0,1,70.4,75.4,2,2.7,48.7,1,2,0,0,0.0
STU1020,7.67,1,3,0,55.9,4.1,0,1,61.5,89.3,0,3.0,69.9,2,3,1,1,11.61
STU1021,7.78,2,4,3,89.3,3.4,1,0,65.4,74.9,0,4.2,91.2,5,1,3,1,16.12
STU1022,6.57,2,5,0,72.4,2.5,1,1,75.2,67.2,0,2.3,52.3,1,2,3,1,12.21
STU1023,7.17,1,5,1,78.9,2.9,1,1,66.0,69.9,1,4.9,59.7,3,3,0,1,12.85
STU1024,9.56,1,0,2,88.9,4.5,1,1,69.1,69.7,0,2.1,100.0,0,5,1,1,15.76
STU1025,9.1,2,4,0,68.3,3.1,1,0,54.4,63.2,1,5.0,73.5,3,2,3,1,14.92
STU1026,7.68,3,3,2,72.8,3.6,1,1,85.6,91.2,0,5.0,55.9,3,3,0,1,13.97
STU1027,7.24,2,3,0,80.2,2.5,0,0,78.1,73.9,1,3.5,79.4,3,1,1,0,0.0
STU1028,7.33,1,1,0,57.1,3.8,1,1,81.5,71.2,0,1.8,54.8,4,4,0,1,12.99
STU1029,7.87,0,3,2,68.8,3.1,1,0,87.5,75.0,0,3.3,36.8,0,4,0,1,9.02
STU1030,6.07,1,5,2,69.9,4.4,1,0,62.1,100.0,0,3.0,89.7,1,6,3,1,13.62
STU1031,6.92,2,4,4,53.7,4.2,1,1,67.7,55.3,1,2.2,45.1,5,5,2,1,12.39
STU1032,5.36,1,2,2,100.0,3.1,1,0,49.3,59.0,0,3.7,100.0,1,2,0,1,12.25
STU1033,7.64,1,0,2,46.9,3.4,0,0,100.0,52.1,2,2.6,56.2,3,1,2,0,0.0
STU1034,7.91,2,2,1,48.5,3.0,0,0,70.2,67.0,1,2.7,100.0,3,2,1,0,0.0
STU1035,6.67,1,4,0,87.7,2.2,1,0,84.5,73.2,0,3.2,40.4,3,8,2,1,12.67
STU1036,8.93,2,3,0,78.7,2.7,1,1,57.1,64.0,3,2.9,83.5,1,4,0,0,0.0
STU1037,5.85,1,2,2,52.6,3.7,1,1,84.0,63.0,1,5.0,74.0,1,0,0,0,0.0
STU1038,5.59,1,0,2,77.1,3.8,0,1,94.3,71.9,0,2.9,80.1,3,1,0,1,13.15
STU1039,7.45,1,2,1,90.0,3.6,0,1,71.3,63.5,0,3.8,82.4,1,3,1,1,13.58
STU1040,8.35,2,2,2,67.5,3.2,1,1,59.9,74.0,0,3.5,56.0,3,2,0,1,13.74
STU1041,9.05,0,4,2,100.0,4.3,1,1,70.3,84.5,0,3.7,41.4,2,5,0,1,13.39
STU1042,6.7,0,3,0,42.1,3.6,1,1,45.3,78.8,0,3.8,64.1,2,4,3,1,11.34
STU1043,8.39,3,2,0,78.4,4.1,0,1,71.5,81.5,0,4.2,69.0,1,4,3,1,14.49
STU1044,7.16,0,2,3,85.5,1.9,0,1,81.9,84.1,1,3.7,56.5,5,3,1,0,0.0
STU1045,7.01,1,0,2,81.4,1.0,1,1,71.6,73.7,0,3.6,70.0,2,2,2,1,13.03
STU1046,8.17,1,5,3,64.9,3.8,0,0,68.6,67.9,2,3.5,70.9,2,4,3,1,12.05
STU1047,7.92,1,2,0,63.6,2.2,1,0,78.3,60.0,0,3.3,48.6,5,5,1,1,12.14
STU1048,5.47,1,2,4,74.7,3.3,1,1,79.2,64.9,0,2.5,72.1,3,3,1,1,12.22
STU1049,8.82,0,2,1,80.2,3.2,0,1,52.1,63.2,1,3.3,60.2,5,4,2,1,14.0
STU1050,8.72,1,3,0,77.0,4.9,1,0,73.1,79.5,1,3.6,52.4,0,6,1,0,0.0
STU1051,6.51,1,3,4,83.6,3.9,1,1,100.0,74.5,0,3.8,79.2,4,1,0,1,11.98
STU1052,7.64,1,3,1,52.7,3.6,0,1,56.0,79.1,0,3.6,51.0,1,4,0,1,12.8
STU1053,7.74,0,1,2,64.6,4.3,0,1,71.0,54.9,0,3.2,56.8,4,3,1,1,13.08
STU1054,7.49,1,2,0,53.9,3.8,1,0,95.3,88.6,0,3.3,66.3,4,5,3,1,12.23
STU1055,6.59,0,1,2,62.2,3.1,1,0,85.3,64.4,0,2.9,89.7,1,0,1,0,0.0
STU1056,6.46,0,3,4,83.2,4.5,1,1,65.8,55.7,1,3.7,68.5,2,4,2,1,11.83
STU1057,7.17,0,0,1,69.6,2.5,1,1,74.5,64.3,0,3.2,74.5,3,1,2,1,12.16
STU1058,8.49,0,2,2,100.0,3.8,1,0,72.0,100.0,0,3.6,59.6,0,1,0,1,14.1
STU1059,7.8,2,4,0,70.9,2.1,1,1,63.0,65.0,0,4.4,63.6,3,5,2,1,13.18
STU1060,6.79,0,4,2,68.9,3.7,1,1,71.1,65.8,0,2.7,64.1,0,4,0,1,11.07
STU1061,8.05,3,2,1,69.6,3.7,1,1,68.6,67.5,0,4.0,70.3,4,6,1,1,15.04
STU1062,4.07,3,2,1,58.4,5.0,0,1,73.4,68.1,0,3.4,59.7,1,4,2,1,11.27
STU1063,8.46,1,0,1,67.1,2.1,1,1,63.0,59.8,0,5.0,89.1,2,4,1,1,13.09
STU1064,5.29,0,3,0,84.9,3.0,1,1,56.7,71.9,1,3.2,58.3,0,5,2,0,0.0
STU1065,6.8,1,4,4,69.7,4.2,1,0,71.5,84.0,0,4.1,34.3,1,3,0,1,11.53
STU1066,5.97,2,1,1,56.1,3.8,1,0,92.6,74.1,3,3.4,100.0,2,0,2,0,0.0
STU1067,5.78,1,2,1,54.1,3.7,0,0,73.0,55.6,0,2.1,59.1,2,2,0,0,0.0
STU1068,8.48,0,4,1,61.2,2.6,1,0,68.0,65.5,0,2.9,88.6,0,2,1,0,0.0
STU1069,6.69,1,4,1,69.1,3.0,0,1,81.0,62.8,1,4.2,90.3,4,3,1,1,12.81
STU1070,7.58,2,1,2,85.9,4.6,1,1,70.1,70.7,2,3.0,82.0,0,8,1,1,14.38
STU1071,7.15,2,2,4,47.9,3.5,1,1,94.4,87.3,0,1.3,61.4,3,5,0,1,12.4
STU1072,7.72,0,1,1,63.2,3.8,1,1,72.0,68.1,1,3.4,70.2,2,7,0,0,0.0
STU1073,7.28,1,1,3,70.2,3.4,1,1,80.4,68.9,2,2.4,42.1,2,10,1,0,0.0
STU1074,5.79,0,4,2,40.5,2.4,1,0,62.9,93.1,1,3.5,100.0,1,3,1,0,0.0
STU1075,8.3,0,4,0,55.5,4.3,0,0,78.0,81.4,0,4.9,49.7,3,2,1,0,0.0
STU1076,6.66,2,3,2,57.8,4.0,1,0,75.3,77.5,2,4.1,60.4,2,4,1,0,0.0
STU1077,5.49,0,0,2,56.1,5.0,1,1,71.3,95.5,1,4.9,66.8,1,6,3,1,11.16
STU1078,6.73,0,4,2,70.9,2.6,1,0,66.0,76.4,1,2.9,63.1,1,3,3,0,0.0
STU1079,8.85,0,2,3,65.6,4.2,0,1,64.3,44.2,1,3.3,53.2,0,4,0,1,13.23
STU1080,8.14,2,2,1,59.7,2.3,1,1,75.4,80.8,3,2.4,90.1,0,1,0,0,0.0
STU1081,6.82,2,2,4,74.4,3.6,0,0,79.5,49.3,0,2.8,82.1,0,3,1,1,13.18
STU1082,6.82,1,0,3,93.8,4.4,1,0,70.5,75.9,0,2.5,70.8,1,3,0,1,12.96
STU1083,6.85,2,3,1,92.6,1.6,0,1,75.4,47.7,0,2.2,57.8,3,3,0,1,13.91
STU1084,9.48,0,2,2,39.2,3.3,1,1,71.5,63.9,0,4.7,84.2,1,6,0,1,13.54
STU1085,7.62,1,1,1,76.7,3.0,1,1,73.2,65.3,0,1.4,56.6,1,1,0,0,0.0
STU1086,7.67,1,1,4,65.3,2.9,0,0,69.6,60.0,0,4.7,93.3,0,9,1,1,13.34
STU1087,8.33,0,1,2,70.3,3.8,1,1,72.2,65.5,0,4.6,67.0,2,0,0,0,0.0
STU1088,7.46,1,0,0,62.0,4.5,1,0,100.0,83.4,1,3.9,87.1,1,8,0,1,12.53
STU1089,6.92,3,2,1,69.8,3.4,0,1,75.7,60.7,2,2.3,63.0,3,4,2,1,12.88
STU1090,6.98,0,4,2,70.3,3.7,1,1,79.7,77.1,0,1.9,66.3,3,5,2,1,12.66
STU1091,7.12,0,0,0,59.3,3.6,0,1,77.3,57.4,2,2.9,87.1,2,2,2,0,0.0
STU1092,7.16,0,0,0,54.6,3.5,0,1,68.8,67.5,0,4.0,100.0,1,4,0,0,0.0
STU1093,8.0,0,2,1,61.3,2.5,0,1,87.5,74.2,2,3.4,93.1,2,6,0,0,0.0
STU1094,7.26,3,4,1,71.5,4.5,1,0,68.5,57.0,2,2.4,80.8,1,1,0,0,0.0
STU1095,8.01,1,2,1,77.0,3.8,1,0,84.7,52.9,0,4.5,75.6,4,1,0,1,13.99
STU1096,7.11,1,2,1,80.8,3.9,1,1,68.0,76.4,0,5.0,55.9,3,3,0,1,11.91
STU1097,7.29,2,2,0,60.6,2.8,1,1,60.5,84.6,0,3.2,70.3,2,2,2,1,12.66
STU1098,5.0,0,1,2,72.3,3.1,0,1,76.4,69.0,2,3.5,48.6,5,1,3,0,0.0
STU1099,8.21,1,0,2,82.4,3.3,1,0,58.7,64.1,2,2.0,71.8,2,4,2,0,0.0
STU1100,7.58,1,3,1,85.5,2.1,0,1,78.4,72.0,0,3.0,72.9,1,2,2,1,13.73
STU1101,8.3,1,3,1,67.1,2.0,1,0,57.7,70.7,0,3.9,29.7,0,4,1,0,0.0
STU1102,4.01,3,2,2,64.7,3.0,0,0,68.2,73.2,0,3.7,65.7,2,6,2,1,10.76
STU1103,9.5,2,3,0,70.9,4.0,0,0,54.8,40.0,0,2.9,72.5,4,4,3,1,15.62
STU1104,7.05,1,3,0,50.8,2.9,1,1,100.0,56.1,3,3.1,63.5,4,1,1,0,0.0
STU1105,8.42,2,1,0,65.1,2.6,1,1,52.2,59.0,0,3.0,71.4,3,4,0,1,13.38
STU1106,6.06,0,2,3,79.2,2.8,0,1,72.1,72.0,3,3.1,40.8,2,3,0,0,0.0
STU1107,7.87,0,1,3,77.6,3.1,1,1,85.7,72.4,2,3.8,51.0,3,3,1,0,0.0
STU1108,6.04,0,1,3,63.9,3.2,0,0,84.4,78.3,3,1.5,83.6,3,3,0,0,0.0
STU1109,6.51,1,3,2,71.3,5.0,1,1,82.2,73.3,0,3.3,65.0,2,7,3,1,11.11
STU1110,9.31,1,4,2,55.6,4.4,1,0,68.2,53.1,0,3.7,71.1,2,5,1,1,14.01
STU1111,6.99,1,5,1,78.6,4.4,0,1,88.2,88.8,0,2.9,55.2,3,1,1,1,12.52
STU1112,7.44,3,3,2,66.8,4.6,0,1,83.0,86.5,1,2.9,65.4,4,3,0,1,14.84
STU1113,8.16,1,1,0,63.9,2.6,0,1,74.5,53.6,1,3.0,23.6,3,3,1,0,0.0
STU1114,7.75,1,1,2,62.6,2.4,0,1,74.9,74.3,0,2.9,80.2,0,9,1,1,12.48
STU1115,7.37,0,4,3,67.1,2.5,0,1,68.4,62.3,1,3.4,97.5,0,9,2,1,11.53
STU1116,7.6,0,2,2,61.3,4.7,1,0,61.1,71.8,0,3.5,45.8,4,3,0,0,0.0
STU1117,9.84,1,3,1,77.9,3.0,1,1,86.8,83.7,0,1.4,48.1,4,3,3,1,12.92
STU1118,7.14,1,3,1,62.1,2.4,0,0,87.7,97.7,0,4.0,72.9,2,4,1,1,12.13
STU1119,7.42,2,3,2,91.9,3.1,1,0,61.4,79.8,0,3.1,91.5,2,3,1,1,16.21
STU1120,8.36,0,4,2,90.0,3.3,1,1,70.2,73.8,0,5.0,65.0,4,2,3,1,14.05
STU1121,8.42,0,0,3,54.6,3.7,1,1,70.3,65.6,0,2.3,42.9,4,4,3,1,11.83
STU1122,8.51,1,3,1,69.0,3.7,1,0,71.6,72.4,2,2.6,61.2,3,3,0,0,0.0
STU1123,7.9,0,4,3,58.2,2.8,1,1,72.8,87.7,1,3.2,46.5,1,4,2,0,0.0
STU1124,5.94,0,1,2,63.1,4.1,1,1,83.4,69.4,0,3.8,53.0,3,3,0,0,0.0
STU1125,9.0,2,3,3,98.0,2.9,0,1,63.0,58.5,1,1.5,59.5,0,5,1,1,14.62
STU1126,5.94,0,2,2,63.4,3.4,0,1,61.8,48.9,0,2.6,48.3,4,4,0,0,0.0
STU1127,7.53,1,5,2,73.4,4.1,1,1,86.8,76.7,0,4.0,51.0,0,4,1,1,11.75
STU1128,6.37,0,0,2,76.1,2.9,0,0,66.4,73.2,1,2.5,66.3,3,5,1,0,0.0
STU1129,7.13,0,2,2,53.0,3.0,1,1,56.8,61.6,1,4.7,68.9,3,3,1,0,0.0
STU1130,7.56,1,1,4,55.2,4.0,0,1,66.2,83.3,1,3.0,39.4,3,1,1,0,0.0
STU1131,7.55,2,3,0,49.9,2.7,1,1,68.0,64.5,1,2.5,72.1,2,2,1,0,0.0
STU1132,7.66,1,1,0,54.7,3.2,0,1,90.7,68.2,1,4.0,58.1,0,2,0,0,0.0
STU1133,8.98,2,1,4,25.2,4.0,1,0,83.1,69.8,0,4.9,78.0,3,1,2,1,12.93
STU1134,7.7,0,2,2,76.2,5.0,1,0,85.8,65.4,2,3.8,79.0,2,5,1,0,0.0
STU1135,6.93,2,4,2,98.8,4.0,0,0,81.8,73.1,0,4.6,55.2,1,3,1,1,13.67
STU1136,8.26,0,1,1,70.2,3.9,0,1,83.4,85.0,2,5.0,76.1,5,1,3,1,11.54
STU1137,8.51,1,1,0,46.8,4.0,1,0,63.7,55.1,0,2.5,49.9,2,5,0,0,0.0
STU1138,5.85,1,3,3,58.4,2.5,0,1,69.6,76.4,0,4.3,88.8,3,4,1,1,12.84
STU1139,7.86,3,2,2,61.1,3.6,0,1,60.1,72.2,1,2.0,50.6,2,3,1,0,0.0
STU1140,7.97,1,4,1,52.7,3.5,0,1,69.5,72.0,0,3.8,71.3,3,2,0,0,0.0
STU1141,6.87,0,1,1,80.9,3.8,1,1,80.2,81.3,2,3.3,61.6,3,2,0,0,0.0
STU1142,8.71,0,3,3,80.2,3.6,1,1,73.6,70.6,0,4.6,46.7,3,3,2,1,12.85
STU1143,7.03,2,1,0,50.7,3.8,1,0,87.7,76.2,1,4.5,81.2,5,6,0,1,13.12
STU1144,7.34,1,1,3,78.9,3.2,1,0,58.3,79.3,0,3.9,53.9,2,2,1,1,12.43
STU1145,7.01,2,3,1,90.9,3.6,1,1,78.0,63.4,0,3.7,34.4,3,4,1,1,14.85
STU1146,7.22,0,2,2,96.5,2.4,1,1,57.0,73.9,0,3.9,13.1,3,8,1,0,0.0
STU1147,5.99,1,3,4,100.0,3.2,1,1,73.1,66.7,1,3.5,49.2,2,4,2,1,12.11
STU1148,5.62,0,2,2,54.5,4.8,0,0,80.9,68.3,1,3.3,89.8,2,3,2,0,0.0
STU1149,8.95,3,2,1,100.0,3.8,0,0,69.4,65.8,0,4.8,87.6,5,5,0,1,15.89
STU1150,6.27,1,2,2,62.7,3.5,1,1,78.6,76.1,3,4.9,52.1,0,6,2,0,0.0
STU1151,6.11,3,5,1,59.1,5.0,1,1,60.5,71.1,1,3.3,58.3,1,4,2,1,11.4
STU1152,4.83,0,1,1,72.9,2.3,0,1,52.0,75.1,3,3.6,56.6,2,6,0,0,0.0
STU1153,6.5,1,1,4,59.3,2.5,0,1,78.7,69.8,0,3.5,41.0,0,4,3,0,0.0
STU1154,5.74,1,2,3,74.0,5.0,1,1,92.9,49.1,0,1.9,47.9,4,6,2,1,12.7
STU1155,9.01,1,2,2,48.2,3.5,1,1,60.0,70.4,0,3.1,82.7,1,8,0,1,12.96
STU1156,8.31,2,1,1,64.4,3.3,0,1,86.7,70.8,0,4.9,74.1,1,4,1,1,14.35
STU1157,6.44,3,4,0,87.3,2.4,1,1,72.5,73.2,0,2.7,69.9,4,4,2,1,14.36
STU1158,9.68,2,1,0,67.1,3.9,1,1,56.0,62.3,0,5.0,41.0,1,4,1,1,13.36
STU1159,8.28,2,4,2,70.1,4.0,1,1,58.4,54.5,0,4.5,66.8,3,5,2,1,13.07
STU1160,6.84,0,1,3,75.1,2.5,1,1,72.2,78.1,1,3.8,23.5,4,6,1,0,0.0
STU1161,4.45,0,3,2,85.6,3.4,0,0,67.1,66.4,3,3.9,80.2,3,0,1,0,0.0
STU1162,9.72,3,4,3,43.2,3.2,1,1,56.2,72.2,2,2.5,69.7,3,5,0,1,15.11
STU1163,5.67,0,1,0,76.8,3.7,1,1,51.7,66.3,0,3.1,40.8,0,5,1,0,0.0
STU1164,5.39,2,5,1,64.0,2.5,1,0,61.8,69.9,0,4.8,94.1,0,5,1,1,12.32
STU1165,8.32,2,2,1,70.5,4.6,0,1,74.3,64.2,0,2.8,32.7,1,5,2,1,12.26
STU1166,9.88,1,4,1,83.9,4.3,1,0,71.9,57.4,0,4.4,74.5,0,0,1,1,15.46
STU1167,8.72,3,3,0,50.1,3.2,0,1,66.0,76.2,0,2.1,75.0,2,3,0,0,0.0
STU1168,7.82,1,2,4,52.8,3.3,0,1,74.4,62.2,0,2.3,42.7,2,5,0,0,0.0
STU1169,7.85,1,1,1,39.0,3.4,1,0,84.5,72.1,0,5.0,64.3,2,7,1,1,11.39
STU1170,8.14,0,2,4,59.8,2.8,1,1,76.7,75.3,1,3.4,35.5,1,2,2,0,0.0
STU1171,8.03,1,0,1,88.0,3.1,1,1,70.5,62.4,1,2.9,13.8,2,4,2,0,0.0
STU1172,7.51,0,1,4,66.2,3.3,1,1,83.1,54.3,0,4.7,45.8,1,5,1,0,0.0
STU1173,7.31,1,1,2,47.9,5.0,1,1,60.5,100.0,0,4.6,53.9,1,5,0,1,11.84
STU1174,7.13,2,2,4,60.7,4.4,1,1,69.3,63.1,2,4.3,76.6,3,4,0,1,12.71
STU1175,6.37,3,3,0,45.7,4.3,1,1,69.6,78.1,0,2.9,66.2,3,0,0,1,12.49
STU1176,6.89,0,1,2,51.1,3.8,0,1,57.2,95.2,0,3.1,66.7,4,5,2,1,10.55
STU1177,5.34,1,1,4,73.8,2.5,1,0,67.0,80.3,0,3.7,46.7,4,5,0,1,10.82
STU1178,7.09,3,3,0,50.4,3.5,1,1,47.1,66.1,0,4.1,55.5,3,5,1,1,11.81
STU1179,6.11,0,1,0,84.7,4.4,0,0,94.9,69.1,0,2.9,48.3,3,5,1,1,10.83
STU1180,5.99,0,0,1,66.9,2.4,1,1,60.8,59.2,2,3.6,43.0,0,3,3,0,0.0
STU1181,7.4,0,1,4,69.3,4.1,1,1,91.0,81.5,0,3.7,54.3,0,10,3,1,11.27
STU1182,8.73,1,4,2,63.8,5.0,0,0,72.5,77.4,0,4.6,66.3,4,5,3,1,13.0
STU1183,8.21,0,4,2,79.6,4.5,1,1,78.8,63.3,0,4.1,54.7,1,4,2,1,13.59
STU1184,5.47,3,2,0,79.7,4.8,1,0,66.1,56.5,1,2.0,59.2,2,7,2,1,13.35
STU1185,6.11,1,3,0,73.0,3.7,0,1,74.5,52.8,0,3.2,77.5,0,7,2,1,13.72
STU1186,8.23,1,2,3,76.5,4.4,0,1,79.8,82.8,0,2.5,56.0,1,5,2,1,13.56
STU1187,6.12,0,3,0,64.8,2.9,1,1,80.0,71.6,0,3.9,41.0,3,4,3,0,0.0
STU1188,6.95,1,3,2,76.1,4.2,1,1,81.3,72.8,0,4.3,75.1,1,4,1,1,14.61
STU1189,7.81,1,3,4,62.9,4.1,1,1,67.6,59.3,0,3.5,69.8,2,3,1,1,13.26
STU1190,6.13,2,1,1,68.0,3.8,1,1,66.2,51.0,0,3.1,70.9,1,2,1,0,0.0
STU1191,7.32,2,0,2,63.9,4.7,1,1,52.9,82.5,1,3.5,76.3,3,4,1,1,13.28
STU1192,5.73,1,2,0,61.1,3.0,1,1,78.3,70.5,3,3.6,73.2,3,4,2,0,0.0
STU1193,6.54,3,4,2,57.7,3.3,0,1,85.0,81.8,0,2.8,65.5,2,2,2,1,12.51
STU1194,7.55,2,2,0,75.0,3.6,0,1,91.4,65.0,0,2.2,100.0,3,7,1,1,13.43
STU1195,5.45,2,4,2,87.7,2.6,1,1,75.7,66.9,0,1.5,41.9,1,4,0,1,13.34
STU1196,7.68,0,5,1,85.6,3.7,1,0,62.8,79.3,1,4.6,54.4,3,4,3,1,12.65
STU1197,7.18,0,1,1,49.2,2.0,1,1,51.6,79.5,0,3.9,82.4,3,3,0,0,0.0
STU1198,7.81,0,3,2,87.3,4.4,1,1,84.5,80.4,1,3.7,67.6,5,1,0,1,14.87
STU1199,7.45,1,3,0,63.2,3.5,1,0,50.4,66.2,1,4.6,78.6,1,6,2,1,12.31
STU1200,8.7,1,5,2,77.0,3.0,1,1,67.9,78.0,2,2.2,68.1,0,3,0,0,0.0
STU1201,7.34,1,5,1,54.4,2.7,1,1,69.3,84.4,2,1.8,89.7,1,4,0,0,0.0
STU1202,6.73,2,3,2,70.1,3.3,1,1,71.2,68.6,1,3.8,46.9,0,4,0,0,0.0
STU1203,7.33,2,1,0,72.7,4.1,1,1,72.4,63.3,0,3.7,89.2,1,4,0,1,14.14
STU1204,7.8,3,3,2,45.7,4.0,1,1,73.7,87.5,0,1.8,86.1,1,4,1,1,14.22
STU1205,7.25,1,1,0,77.1,2.9,0,1,43.0,61.5,0,3.7,43.2,2,2,0,0,0.0
STU1206,7.24,1,3,1,88.2,2.7,1,1,72.2,78.2,0,3.0,76.4,4,2,1,1,13.2
STU1207,6.43,0,4,1,65.4,4.1,1,1,45.2,69.2,1,2.6,64.2,1,4,0,0,0.0
STU1208,6.47,0,2,2,88.4,2.8,0,0,80.8,46.1,0,3.1,54.1,5,5,2,0,0.0
STU1209,5.66,0,3,1,65.2,3.6,1,1,65.3,84.7,1,1.1,31.0,4,3,0,0,0.0
STU1210,9.12,1,2,3,80.7,3.6,1,1,46.1,40.0,0,2.8,46.8,4,2,0,1,13.6
STU1211,5.83,1,2,3,34.7,3.8,0,0,62.2,44.2,1,2.7,77.7,5,1,0,0,0.0
STU1212,6.44,2,2,0,100.0,4.3,1,0,65.2,76.9,0,3.9,79.6,3,4,1,1,14.01
